,CODE,DATE_COLLECTE,DATE_HEURE_DEBUT,DATE_HEURE_FIN,MISSION,IMMAT,LIBELLE_CIRCUIT,TEMPS_D_ACTIVITE,TEMPS_D_ARRET,TEMPS_DE_MOTEUR_OFF,TEMPS_DE_PAUSE,TEMPS_DE_MARCHE_ARRIERE,TEMPS_DE_SERVICE,KM_D_ACTIVITE,KM_DE_HLP,KM_DE_MARCHE_ARRIERE,KM_DE_SERVICE,SOURCE,CODE_CIRCUIT,SECTEUR_CIRCUIT,TOURNEE_CIRCUIT,JOURS_CIRCUIT,FLUX_CIRCUIT
5169,AUTO110384,2023-08-29,2023-08-29,,Collecte,G9r6AqnDss,,0.0,,,,,0,0.0,59.87,,59.87,Eco-dechet,,,,,
5170,AUTO110375,2023-08-29,2023-08-29,2023-08-29,Collecte,FKMniUL5qh,GRE Ile Verte 1721 MAR DALIM,0.0,,,,,17716,0.0,69.42,,69.42,Eco-dechet,,,,,
5171,AUTO110390,2023-08-29,2023-08-29,2023-08-29,Collecte,ZwYrotlxXp,NO_T08_SMH NO_MAR_DALIM_1725,0.0,,,,,5325,0.0,26.22,,26.22,Eco-dechet,,,,,
5172,AUTO110395,2023-08-29,2023-08-29,2023-08-29,Collecte,zfpM2tUEF0,NO_T04_NOYAR_MAR_CS_978,0.0,,,,,19011,0.0,74.62,,74.62,Eco-dechet,,,,,
5173,AUTO110407,2023-08-29,2023-08-29,,Collecte,nzKGfnHeNE,,0.0,,,,,0,0.0,37.62,,37.62,Eco-dechet,,,,,
5174,AUTO110484,2023-08-30,2023-08-30,,Collecte,iQvIyo4QsY,NO_T09_SASSENAGE SEYSSINET P_MER_DALIM_1729,0.0,,,,,0,0.0,114.94,,114.94,Eco-dechet,,,,,
5175,AUTO110506,2023-08-30,2023-08-30,2023-08-30,Collecte,g6Qe0CSkCl,,0.0,,,,,17755,0.0,77.7,,77.7,Eco-dechet,,,,,
5176,AUTO110499,2023-08-30,2023-08-30,,Collecte,La6X1LIsmI,SEYS/GIER 992 MER OMR,0.0,,,,,0,0.0,68.88,,68.88,Eco-dechet,,,,,
5177,AUTO110500,2023-08-30,2023-08-30,,Collecte,FKMniUL5qh,SEYSSINET DOMENE MURIANETTE_MER_DALIM_1722,0.0,,,,,0,0.0,73.82,,73.82,Eco-dechet,,,,,
5178,AUTO110497,2023-08-30,2023-08-30,2023-08-30,Collecte,ZwYrotlxXp,SUD_T08_ CLAIX PONT DE CLAIX_MER_DALIM_1727,0.0,,,,,12910,0.0,70.48,,70.48,Eco-dechet,,,,,
5179,AUTO110627,2023-08-31,2023-08-31,,Collecte PAV,nzKGfnHeNE,CAMPUS - EMBALLAGE - MERCREDI,0.0,,,,,0,0.0,58.99,,58.99,Eco-dechet,,,,,
5180,AUTO110628,2023-08-31,2023-08-31,,Collecte,iQvIyo4QsY,NO_T09_FONTAINE_JEU_DALIM_1706 V2,0.0,,,,,0,0.0,96.52,,96.52,Eco-dechet,,,,,
5181,AUTO110629,2023-08-31,2023-08-31,,Collecte,La6X1LIsmI,VEUR/EYB/POI 981 JEU CS v2,0.0,,,,,0,0.0,87.83,,87.83,Eco-dechet,,,,,
5182,AUTO110631,2023-08-31,2023-08-31,2023-08-31,Collecte,ZwYrotlxXp,NO_T08_SMHERES SO _JEU_DALIM_1711,0.0,,,,,9077,0.0,28.44,,28.44,Eco-dechet,,,,,
5183,AUTO110632,2023-08-31,2023-08-31,2023-08-31,Collecte,FKMniUL5qh,GRENOBLE T2W_JEU_DALIM_1713 V2,0.0,,,,,20836,0.0,71.49,,71.49,Eco-dechet,,,,,
5184,AUTO110646,2023-08-31,2023-08-31,,Collecte,lmRULFOu4I,,0.0,,,,,0,0.0,77.69,,77.69,Eco-dechet,,,,,
5185,AUTO110654,2023-08-31,2023-08-31,2023-08-31,Collecte,g6Qe0CSkCl,,0.0,,,,,34513,0.0,55.23,,55.23,Eco-dechet,,,,,
5186,AUTO110657,2023-08-31,2023-08-31,2023-08-31,Collecte,zfpM2tUEF0,,0.0,,,,,37748,0.0,77.3,,77.3,Eco-dechet,,,,,
5187,AUTO110751,2023-09-01,2023-09-01,,Collecte,JUwURvUpdr,,0.0,,,,,0,0.0,59.46,,59.46,Eco-dechet,,,,,
5188,AUTO110753,2023-09-01,2023-09-01,2023-09-01,Collecte,iQvIyo4QsY,FONTAINE/SMLV 1730 VEN DALIM V2,0.0,,,,,2404,0.0,4.54,,4.54,Eco-dechet,,,,,
5189,AUTO34817,2023-09-28,2023-09-28,,Collecte,zp1g9jrpi1,,96.0,735.0,16069.0,,96.0,0,0.02,11.11,0.02,11.13,GAM,,,,,
5190,AUTO34796,2023-09-28,2023-09-28,,Transport,m6n5m046hj,,761.0,9241.0,269.0,,761.0,0,0.28,72.78,0.28,73.06,GAM,,,,,
5191,AUTO34791,2023-09-28,2023-09-28,,Collecte,csu9voc7bl,NO_T04_SASSENAGE_JEU_CS_133004,24.0,824.0,,,24.0,0,0.01,53.65,0.01,53.66,GAM,133004.0,NO,T04,JEU,CS
5192,AUTO34792,2023-09-28,2023-09-28,2023-09-28,Collecte PAV,ho0t7l1jay,circuit libre,219.0,6953.0,461.0,,219.0,16698,0.15,81.45,0.15,81.6,GAM,,circuit libre,,,
5193,AUTO34794,2023-09-28,2023-09-28,,Collecte PAV,37ix70x3dv,,128.0,3287.0,2132.0,,128.0,0,0.05,100.01,0.05,100.06,GAM,,,,,
5194,AUTO34793,2023-09-28,2023-09-28,2023-09-28,Collecte PAV,cewxgzybhe,TEST PAV_1771_LA LUIRE_MER_CS_170005,290.0,13882.0,454.0,,290.0,19989,0.13,38.26,0.13,38.39,GAM,170005.0,TEST PAV,1771,MER,CS
5195,AUTO34795,2023-09-28,2023-09-28,,Collecte PAV,Mbtg7C288o,,23.0,4093.0,758.0,,23.0,0,0.02,78.79,0.02,78.81,GAM,,,,,
5196,AUTO34797,2023-09-28,2023-09-28,2023-09-28,Collecte,37qykhmywu,NE_T06_SMH IND+COLL_JEU_OMR_101012,22.0,500.0,,,22.0,4226,0.0,7.82,0.0,7.82,GAM,101012.0,NE,T06,JEU,OMR
5197,AUTO34798,2023-09-28,2023-09-28,,Collecte,ro9qinohi0,SUD_T01_ECH COLL VILLAS_VEN_OMR_120005,9628.0,60.0,,,43.0,0,13.31,25.9,0.02,39.21,GAM,120005.0,SUD,T01,VEN,OMR
5198,AUTO34799,2023-09-28,2023-09-28,,Collecte,72hgb55djb,SUD_T07_CLAIX _JEU_CS_120050,0.0,702.0,2833.0,,,0,0.0,70.99,,70.99,GAM,120050.0,SUD,T07,JEU,CS
5199,AUTO34800,2023-09-28,2023-09-28,,Collecte,u16rgi3exd,SUD_T05_GRE CP ECH COL_JEU_CS_120030,7950.0,60.0,660.0,,77.0,0,8.3,49.6,0.02,57.9,GAM,120030.0,SUD,T05,JEU,CS
5200,AUTO34801,2023-09-28,2023-09-28,2023-09-28,Collecte,uqvjh3gzxu,SUD_T10_IDENTIF_JEU_CS_120064,7955.0,60.0,,,,10952,10.1,10.48,,20.58,GAM,120064.0,SUD,T10,JEU,CS
5201,AUTO34811,2023-09-28,2023-09-28,,Collecte,o9wlc4qekx,,0.0,,612.0,,,0,0.0,3.91,,3.91,GAM,,,,,
5202,AUTO34802,2023-09-28,2023-09-28,,Collecte,dcw2igdtrd,SUD_T MINI_PN GRE ECH CLX PCLX_ MAR_OMR_120067,171.0,911.0,,,171.0,0,0.1,41.26,0.1,41.36,GAM,120067.0,SUD,T MINI, MAR,OMR
5203,AUTO34812,2023-09-28,2023-09-28,,Collecte,7nHTChwECF,,10681.0,918.0,1833.0,,135.0,0,12.63,35.25,0.04,47.88,GAM,,,,,
5204,AUTO34804,2023-09-28,2023-09-28,,Collecte,tlgnhaw79b,SUD_T03_ECH COLL V_JEU_CS_120036,8382.0,49.0,,,15.0,0,12.94,36.93,0.0,49.87,GAM,120036.0,SUD,T03,JEU,CS
5205,AUTO34803,2023-09-28,2023-09-28,2023-09-28,Collecte,oxe1pddfqt,SUD_T11_IDENTIF_JEU_CS_120066,11694.0,34.0,2202.0,,26.0,17771,15.16,31.06,0.0,46.22,GAM,120066.0,SUD,T11,JEU,CS
5206,AUTO34813,2023-09-28,2023-09-28,,Collecte,3vd60rp65f,,1984.0,831.0,4221.0,,,0,3.08,40.62,,43.7,GAM,,,,,
5207,AUTO34805,2023-09-28,2023-09-28,,Collecte,a4rn5sg8yd,SUD_T12_PONT CL EST ZA_JEU_OMR_120045,9980.0,1168.0,,,111.0,0,15.98,36.95,0.07,52.93,GAM,120045.0,SUD,T12,JEU,OMR
5208,AUTO34806,2023-09-28,2023-09-28,,Collecte,59av7mpv00,SUD_T08_IDENTIF_JEU_CS_120060,11358.0,60.0,,,53.0,0,12.34,17.79,0.02,30.13,GAM,120060.0,SUD,T08,JEU,CS
5209,AUTO34807,2023-09-28,2023-09-28,2023-09-28,Collecte,y2qwjva4su,GS_T08_VIZILLE_JEU_OMR_160005,8693.0,222.0,646.0,,23.0,14508,19.44,65.63,0.02,85.07,GAM,160005.0,GS,T08,JEU,OMR
5210,AUTO34808,2023-09-28,2023-09-28,,Collecte,9tcc9i42vm,GS_T06_VIF 1_JEU_OMR_129016,100.0,30.0,712.0,,100.0,0,0.07,87.23,0.07,87.3,GAM,129016.0,GS,T06,JEU,OMR
5211,AUTO34809,2023-09-28,2023-09-28,2023-09-28,Collecte,y7gjux7fmc,NO_T01_FONTAINE_JEU_CS_131001,0.0,,,,,56,0.0,0.0,,0.0,GAM,131001.0,NO,T01,JEU,CS
5212,AUTO34810,2023-09-28,2023-09-28,2023-09-28,Collecte,1t8IcmYe1z,SUD_T09_IDENTIF_JEU_CS_120062,10271.0,39.0,3276.0,,45.0,16592,11.37,18.48,0.03,29.85,GAM,120062.0,SUD,T09,JEU,CS
5213,AUTO34816,2023-09-28,2023-09-28,,Collecte,lwijga02re,,75.0,855.0,2734.0,,75.0,0,0.03,33.5,0.03,33.53,GAM,,,,,
5214,AUTO34815,2023-09-28,2023-09-28,,Collecte,nczhm372sk,,0.0,201.0,,,,0,0.0,24.29,,24.29,GAM,,,,,
5215,AUTO34814,2023-09-28,2023-09-28,,Collecte,nlz4jniqc3,GS_T06_VIF 1_JEU_OMR_129016,6539.0,376.0,3836.0,,21.0,0,14.01,59.61,0.02,73.62,GAM,129016.0,GS,T06,JEU,OMR
5216,AUTO34819,2023-09-28,2023-09-28,,Transport,5eitxzjt9l,,0.0,8238.0,5528.0,,,0,0.0,56.66,,56.66,GAM,,,,,
5217,AUTO34820,2023-09-28,2023-09-28,,Collecte,57igmhyovd,,16.0,37.0,1715.0,,16.0,0,0.01,30.17,0.01,30.18,GAM,,,,,
5218,AUTO34822,2023-09-28,2023-09-28,,Collecte,cpixtr8npf,,0.0,10541.0,925.0,,,0,0.0,55.03,,55.03,GAM,,,,,
5219,AUTO34821,2023-09-28,2023-09-28,,Transport,aef992hscu,,700.0,852.0,7452.0,,700.0,0,0.23,81.71,0.23,81.94,GAM,,,,,
5220,AUTO34823,2023-09-29,2023-09-29,,Collecte,uzqctwc7pp,NE_T19_GRE CONDORCET G RAMBAUD_MAR VEN_CS_110022,118.0,1098.0,2592.0,,118.0,0,0.04,26.9,0.04,26.94,GAM,110022.0,NE,T19,MAR VEN,CS
5221,AUTO34824,2023-09-29,2023-09-29,,Collecte,pgf8clwyux,NO_T10_GRE VALLIER_VEN_OMR_151010,249.0,989.0,2669.0,,249.0,0,0.21,54.74,0.21,54.95,GAM,151010.0,NO,T10,VEN,OMR
5222,AUTO34825,2023-09-29,2023-09-29,2023-09-29,Collecte,chy6rxpckl,GS_T04_STGC STPC NDC_VEN_OMR,0.0,833.0,,,,15586,0.0,54.27,,54.27,GAM,,GS,T04,VEN,OMR
5223,AUTO34826,2023-09-29,2023-09-29,2023-09-29,Collecte,ukgs1JXztl,NO_T02_FONTAINE_VEN_OMR_131003,8709.0,1020.0,478.0,,91.0,15547,10.5,25.05,0.08,35.55,GAM,131003.0,NO,T02,VEN,OMR
5224,AUTO34827,2023-09-29,2023-09-29,2023-09-29,Collecte,87haddx1cc,GS_T03_JARRIE SECTEUR 2 COLL_VEN_OMR,472.0,280.0,827.0,,472.0,18238,0.37,48.2,0.37,48.57,GAM,,GS,T03,VEN,OMR
5225,AUTO34829,2023-09-29,2023-09-29,,Collecte,bba8ef2dvl,NO_T03_SASSENAGE FONT_VEN_CS_130011,9229.0,138.0,769.0,,127.0,0,14.85,31.61,0.06,46.46,GAM,130011.0,NO,T03,VEN,CS
5226,AUTO34830,2023-09-29,2023-09-29,,Collecte,37qykhmywu,NE_T06_SMH IND+COLL_VEN_CS_101012,44.0,537.0,2501.0,,44.0,0,0.01,25.92,0.01,25.93,GAM,101012.0,NE,T06,VEN,CS
5227,AUTO34831,2023-09-29,2023-09-29,,Collecte,AhnI9sMNTj,NO_T01_FONTAINE_VEN_OMR_131001,10682.0,1009.0,6666.0,,146.0,0,13.45,35.39,0.11,48.84,GAM,131001.0,NO,T01,VEN,OMR
5228,AUTO34828,2023-09-29,2023-09-29,2023-09-29,Collecte,912yxz768z,GS_T01_GUA VARC VIF_VEN_CS_160010,5404.0,59.0,1490.0,,65.0,19122,9.0,107.59,0.03,116.59,GAM,160010.0,GS,T01,VEN,CS
5229,AUTO34271,2023-09-19,2023-09-19,2023-09-19,Collecte,y2qwjva4su,GS_T08_VIZILLE SECH_MAR_OMR_160006,7690.0,200.0,682.0,,67.0,15012,13.72,77.58,0.02,91.3,GAM,160006.0,GS,T08,MAR,OMR
5230,AUTO34277,2023-09-19,2023-09-19,,Collecte,tlgnhaw79b,,8937.0,196.0,,,80.0,0,11.91,64.98,0.03,76.89,GAM,,,,,
5231,AUTO34272,2023-09-19,2023-09-19,2023-09-19,Collecte,3vd60rp65f,SUD_T02_ECH GRE COLL_MAR_OMR_120033,1549.0,1348.0,5180.0,,,18603,2.03,60.84,,62.87,GAM,120033.0,SUD,T02,MAR,OMR
5232,AUTO34278,2023-09-19,2023-09-19,,Collecte,7nHTChwECF,,9792.0,45.0,,,159.0,0,11.39,56.41,0.07,67.8,GAM,,,,,
5233,AUTO34273,2023-09-19,2023-09-19,2023-09-19,Collecte,oxe1pddfqt,SUD_T11_IDENTIF_MAR_OMR_120065,10667.0,60.0,,,54.0,16408,14.25,38.02,0.04,52.27,GAM,120065.0,SUD,T11,MAR,OMR
5234,AUTO34279,2023-09-19,2023-09-19,,Collecte,u16rgi3exd,,7074.0,726.0,,,126.0,0,12.14,70.11,0.14,82.25,GAM,,,,,
5235,AUTO34280,2023-09-19,2023-09-19,,Collecte,csu9voc7bl,,26.0,54.0,366.0,,26.0,0,0.02,40.97,0.02,40.99,GAM,,,,,
5236,AUTO34274,2023-09-19,2023-09-19,,Collecte,HHrKcPoPW1,SUD_T06_CLAIX HT DM BG_MAR_CS_120052,10682.0,60.0,2151.0,,66.0,0,16.22,37.21,0.05,53.43,GAM,120052.0,SUD,T06,MAR,CS
5237,AUTO34275,2023-09-19,2023-09-19,2023-09-19,Collecte,uqvjh3gzxu,SUD_T10_IDENTIF_MAR_OMR_120063,9007.0,380.0,204.0,,70.0,16076,9.78,44.4,0.03,54.18,GAM,120063.0,SUD,T10,MAR,OMR
5238,AUTO34276,2023-09-19,2023-09-19,2023-09-19,Collecte,1t8IcmYe1z,SUD_T09_IDENTIF_MAR_OMR_120061,10733.0,60.0,1599.0,,118.0,17717,10.5,23.93,0.04,34.43,GAM,120061.0,SUD,T09,MAR,OMR
5239,AUTO34281,2023-09-19,2023-09-19,,Collecte,nczhm372sk,,0.0,297.0,5658.0,,,0,0.0,37.83,,37.83,GAM,,,,,
5240,AUTO34282,2023-09-19,2023-09-19,,Transport,5eitxzjt9l,,0.0,9160.0,6848.0,,,0,0.0,52.42,,52.42,GAM,,,,,
5241,AUTO34283,2023-09-19,2023-09-19,,Transport,aef992hscu,,380.0,1573.0,4190.0,,380.0,0,0.15,106.27,0.15,106.42,GAM,,,,,
5242,AUTO34284,2023-09-19,2023-09-19,,Collecte,cpixtr8npf,,0.0,10710.0,1046.0,,,0,0.0,55.4,,55.4,GAM,,,,,
5243,AUTO34896,2023-09-30,2023-09-30,,Collecte,72hgb55djb,SUD_T00_GRE CENTRE_SAM_OMR_151019 (copie),0.0,235.0,214.0,,,0,0.0,27.61,,27.61,GAM,,SUD,T00,SAM,OMR
5244,AUTO34897,2023-09-30,2023-09-30,2023-09-30,Transport,Bj5S5eVr9N,,564.0,633.0,,,564.0,6717,0.15,38.78,0.15,38.93,GAM,,,,,
5245,AUTO34898,2023-09-30,2023-09-30,,Transport,m6n5m046hj,,818.0,10647.0,432.0,,818.0,0,0.27,73.17,0.27,73.44,GAM,,,,,
5246,AUTO34899,2023-09-30,2023-09-30,2023-09-30,Collecte,Bj5S5eVr9N,testNO_T02_FONTAINE_JEU_CS_131003_SIT3,0.0,41.0,,,,41,0.0,0.0,,0.0,GAM,131003.0,testNO,T02,JEU,CS
5247,AUTO34900,2023-09-30,2023-09-30,,Transport,aef992hscu,,1443.0,3638.0,3217.0,,1443.0,0,0.6,94.33,0.6,94.93,GAM,,,,,
5248,AUTO34902,2023-09-30,2023-09-30,,Transport,5eitxzjt9l,,0.0,7694.0,5007.0,,,0,0.0,59.6,,59.6,GAM,,,,,
5249,AUTO34901,2023-09-30,2023-09-30,,Collecte,cpixtr8npf,,0.0,10181.0,1094.0,,,0,0.0,55.37,,55.37,GAM,,,,,
5250,AUTO34903,2023-10-01,2023-10-01,2023-10-01,Collecte,ii2vc21row,SUD_T MINI_PN GRE ECH CLX PCLX_ MAR_OMR_120067,0.0,,,,,63,0.0,0.41,,0.41,GAM,120067.0,SUD,T MINI, MAR,OMR
5251,AUTO34904,2023-10-01,2023-10-01,,Collecte,ii2vc21row,SUD_T MINI_PN GRE ECH CLX PCLX_ MAR_OMR_120067,24.0,3013.0,809.0,,24.0,0,0.0,21.08,0.0,21.08,GAM,120067.0,SUD,T MINI, MAR,OMR
5252,AUTO113590,2023-10-02,2023-10-02,,Collecte,lmRULFOu4I,SEYSS/POISAT 985 LUN CS,0.0,,,,,0,0.0,72.35,,72.35,Eco-dechet,,,,,
5253,AUTO113613,2023-10-02,2023-10-02,2023-10-02,Collecte,La6X1LIsmI,,0.0,,,,,11853,0.0,20.72,,20.72,Eco-dechet,,,,,
5254,AUTO113592,2023-10-02,2023-10-02,2023-10-02,Collecte,ZwYrotlxXp,SMH SE 1724 LUN DALIM,0.0,,,,,8591,0.0,45.74,,45.74,Eco-dechet,,,,,
5255,AUTO113616,2023-10-02,2023-10-02,2023-10-02,Collecte,g6Qe0CSkCl,,0.0,,,,,21324,0.0,56.54,,56.54,Eco-dechet,,,,,
5256,AUTO113605,2023-10-02,2023-10-02,,Collecte,JUwURvUpdr,NO_T03_GIERES GT_LUN VEN_OMR_979,0.0,,,,,0,0.0,78.05,,78.05,Eco-dechet,,,,,
5257,AUTO113607,2023-10-02,2023-10-02,,Collecte,6C1GvVqYtY,T5-GRENOBLE-CORENC-1822-DALIM LUN,0.0,,,,,0,0.0,74.39,,74.39,Eco-dechet,,,,,
5258,AUTO113620,2023-10-02,2023-10-02,,Collecte,G9r6AqnDss,NO_T09_ST EGREVE_LUN_DALIM_1821 V2,0.0,,,,,0,0.0,92.07,,92.07,Eco-dechet,,,,,
5259,AUTO113631,2023-10-02,2023-10-02,,Collecte,FKMniUL5qh,GIERES 1720 LUN DALIM,0.0,,,,,0,0.0,20.29,,20.29,Eco-dechet,,,,,
5260,AUTO113640,2023-10-02,2023-10-02,,Collecte,La6X1LIsmI,SUD_T04_EYBENS BAS_MER_CS_323,0.0,,,,,0,0.0,41.86,,41.86,Eco-dechet,,,,,
5261,AUTO113654,2023-10-02,2023-10-02,2023-10-02,Collecte,nZpkUZ9xvj,Echirolles 1 1716 LUN DALIM,0.0,,,,,20610,0.0,79.03,,79.03,Eco-dechet,,,,,
5262,AUTO34905,2023-10-02,2023-10-02,2023-10-02,Collecte,y7gjux7fmc,NO_T11_GRE GARE LIBERA_LUN_CS_151008,9664.0,338.0,1348.0,,51.0,22057,8.49,37.39,0.02,45.88,GAM,151008.0,NO,T11,LUN,CS
5263,AUTO34906,2023-10-02,2023-10-02,,Collecte,uzqctwc7pp,NE_T19_GRE CONDORCET G RAMBAUD_LUN JEU_OMR_110022,45.0,650.0,3386.0,,45.0,0,0.01,46.42,0.01,46.43,GAM,110022.0,NE,T19,LUN JEU,OMR
5264,AUTO34907,2023-10-02,2023-10-02,2023-10-02,Collecte,sjqx4xjr33,NO_T05_SEYSSINET VERC_LUN_OMR_134009,11033.0,60.0,1560.0,,26.0,19242,27.05,26.2,0.01,53.25,GAM,134009.0,NO,T05,LUN,OMR
5265,AUTO34908,2023-10-02,2023-10-02,,Collecte,0jbxz085fw,NO_T10_GRE VALLIER_LUN JEU_CS_151010,0.0,2221.0,739.0,,,0,0.0,49.24,,49.24,GAM,151010.0,NO,T10,LUN JEU,CS
5266,AUTO34909,2023-10-02,2023-10-02,2023-10-02,Collecte,bba8ef2dvl,NO_T03_SASSENAGE FONT_LUN_CS_130011,12083.0,177.0,322.0,,202.0,19710,15.54,34.62,0.18,50.16,GAM,130011.0,NO,T03,LUN,CS
5267,AUTO34910,2023-10-02,2023-10-02,2023-10-02,Collecte,770oxit9ng,GS_T01_MTCHB STBS CHPG_LUN_OMR,0.0,791.0,1170.0,,,20263,0.0,74.67,,74.67,GAM,,GS,T01,LUN,OMR
5268,AUTO34911,2023-10-02,2023-10-02,,Collecte,o4d9t8p252,NE_T09_SMH COLLECTIF_LUN_OMR_101015,8618.0,1775.0,1304.0,,161.0,0,11.23,50.3,0.08,61.53,GAM,101015.0,NE,T09,LUN,OMR
5269,AUTO34912,2023-10-02,2023-10-02,2023-10-02,Collecte,ukgs1JXztl,NO_T02_FONTAINE_LUN_CS_131003,12837.0,1564.0,,,60.0,18126,15.79,17.13,0.0,32.92,GAM,131003.0,NO,T02,LUN,CS
5270,AUTO34913,2023-10-02,2023-10-02,,Collecte,AhnI9sMNTj,NO_T01_FONTAINE_LUN_CS_131001,13801.0,617.0,,,88.0,0,14.97,24.9,0.08,39.87,GAM,131001.0,NO,T01,LUN,CS
5271,AUTO34914,2023-10-02,2023-10-02,,Collecte,RJCrNlKBLn,NO_T06_ST EGREVE N_LUN JEU_CS_142006,110.0,1083.0,407.0,,110.0,0,0.1,69.01,0.1,69.11,GAM,142006.0,NO,T06,LUN JEU,CS
5272,AUTO33862,2023-09-12,2023-09-12,2023-09-12,Collecte,sx65jiyczg,NE_T02_CORENC LE HT tra_MAR_CS_111008,140.0,407.0,3621.0,,140.0,15650,0.1,28.01,0.1,28.11,GAM,111008.0,NE,T02,MAR,CS
5273,AUTO33866,2023-09-12,2023-09-12,,Collecte,9zz5ph3zpi,NE_T13_GRE ST URS HOCHE J ARC_ MAR VEN_CS_110015,132.0,1101.0,2404.0,,132.0,0,0.03,27.4,0.03,27.43,GAM,110015.0,NE,T13, MAR VEN,CS
5274,AUTO33876,2023-09-12,2023-09-12,,Collecte,7gzsssozgf,,52.0,767.0,8591.0,,52.0,0,0.03,52.42,0.03,52.45,GAM,,,,,
5275,AUTO33867,2023-09-12,2023-09-12,2023-09-12,Collecte,37qykhmywu,NE_T06_ DOMENE OUEST_MER_OMR_112010,0.0,637.0,4722.0,,60.0,11754,0.0,13.06,0.0,13.06,GAM,112010.0,NE,T06,MER,OMR
5276,AUTO33868,2023-09-12,2023-09-12,,Collecte,RJCrNlKBLn,NO_T16_GRE 20EME RENF_MAR_OMR_151999,347.0,3806.0,,,347.0,0,0.15,43.15,0.15,43.3,GAM,151999.0,NO,T16,MAR,OMR
5277,AUTO33870,2023-09-12,2023-09-12,,Collecte,oF7I4xGfPC,NE_T17_GRE GRENETTE MALHERBE_MAR VEN_CS_110006,7999.0,28.0,4739.0,,139.0,0,5.6,20.28,0.1,25.88,GAM,110006.0,NE,T17,MAR VEN,CS
5278,AUTO33877,2023-09-12,2023-09-12,2023-09-12,Collecte,fknz9lrv64,NO_T15_MINI BENNE_MAR_OMR_134010,0.0,978.0,,,,6673,0.0,21.94,,21.94,GAM,134010.0,NO,T15,MAR,OMR
5279,AUTO33878,2023-09-12,2023-09-12,,Transport,Bj5S5eVr9N,,718.0,3729.0,4454.0,,718.0,0,0.32,77.25,0.32,77.57,GAM,,,,,
5280,AUTO33879,2023-09-12,2023-09-12,,Transport,61FRWBjauh,,600.0,9736.0,,,600.0,0,0.22,76.63,0.22,76.85,GAM,,,,,
5281,AUTO33880,2023-09-12,2023-09-12,2023-09-12,Collecte PAV,cewxgzybhe,TEST PAV_1771_LA LUIRE_MER_CS_170005,507.0,11012.0,,,507.0,20332,0.31,96.27,0.31,96.58,GAM,170005.0,TEST PAV,1771,MER,CS
5282,AUTO33881,2023-09-12,2023-09-12,2023-09-12,Collecte PAV,8qtjzvpvsd,circuit libre,367.0,7190.0,820.0,,367.0,16570,0.4,62.66,0.4,63.06,GAM,,circuit libre,,,
5283,AUTO33883,2023-09-12,2023-09-12,,Collecte PAV,37ix70x3dv,,175.0,6349.0,,,175.0,0,0.13,81.87,0.13,82.0,GAM,,,,,
5284,AUTO33882,2023-09-12,2023-09-12,2023-09-12,Collecte,q730PF01SD,TEST SUD_T01_ECH COLL_JEU_CS_120005,0.0,60.0,,,,4908,0.0,22.22,,22.22,GAM,120005.0,TEST SUD,T01,JEU,CS
5285,AUTO33884,2023-09-12,2023-09-12,2023-09-12,Collecte,q730PF01SD,TEST SUD_T02_ECH GRE COLL_LUN_CS P_120034,0.0,60.0,,,,3360,0.0,16.46,,16.46,GAM,120034.0,TEST SUD,T02,LUN,CS P
5286,AUTO33888,2023-09-12,2023-09-12,2023-09-12,Collecte,9tcc9i42vm,,0.0,,,,,1982,0.0,14.29,,14.29,GAM,,,,,
5287,AUTO33885,2023-09-12,2023-09-12,2023-09-12,Collecte,y2qwjva4su,GS_T08_VIZILLE SECH_MAR_OMR_160006,0.0,,,,,2036,0.0,0.0,,0.0,GAM,160006.0,GS,T08,MAR,OMR
5288,AUTO33886,2023-09-12,2023-09-12,,Collecte,a4rn5sg8yd,SUD_T12_PONT CL OUEST_MER_CS_120047,9625.0,46.0,,,15.0,0,13.06,36.59,0.0,49.65,GAM,120047.0,SUD,T12,MER,CS
5289,AUTO33887,2023-09-12,2023-09-12,,Collecte,72hgb55djb,SUD_T MINI_PN GRE ECH CLX PCLX_ MAR_OMR_120067,0.0,534.0,4481.0,,,0,0.0,57.09,,57.09,GAM,120067.0,SUD,T MINI, MAR,OMR
5290,AUTO33889,2023-09-12,2023-09-12,2023-09-12,Collecte,59av7mpv00,SUD_T08_IDENTIF_MAR_OMR_120059,9340.0,324.0,1839.0,,54.0,15667,11.59,20.93,0.01,32.52,GAM,120059.0,SUD,T08,MAR,OMR
5291,AUTO33902,2023-09-12,2023-09-12,,Collecte PAV,ho0t7l1jay,,64.0,58.0,1780.0,,64.0,0,0.08,4.76,0.08,4.84,GAM,,,,,
5292,AUTO33890,2023-09-12,2023-09-12,,Collecte,9tcc9i42vm,GS_T07_ST PAUL DE VARC_MAR_OMR_160002,49.0,26.0,3919.0,,49.0,0,0.03,73.19,0.03,73.22,GAM,160002.0,GS,T07,MAR,OMR
5293,AUTO33891,2023-09-12,2023-09-12,,Collecte,j1h4gptjli,GS_T06_ LE GUA MIRIBEL_MAR_OMR_124006,6721.0,503.0,253.0,,20.0,0,18.48,97.79,0.01,116.27,GAM,124006.0,GS,T06,MAR,OMR
5294,AUTO33892,2023-09-12,2023-09-12,,Collecte,y2qwjva4su,GS_T08_VIZILLE SECH_MAR_OMR_160006,7806.0,86.0,797.0,,109.0,0,14.21,74.35,0.01,88.56,GAM,160006.0,GS,T08,MAR,OMR
