,CODE,DATE_COLLECTE,DATE_HEURE_DEBUT,DATE_HEURE_FIN,MISSION,IMMAT,LIBELLE_CIRCUIT,TEMPS_D_ACTIVITE,TEMPS_D_ARRET,TEMPS_DE_MOTEUR_OFF,TEMPS_DE_PAUSE,TEMPS_DE_MARCHE_ARRIERE,TEMPS_DE_SERVICE,KM_D_ACTIVITE,KM_DE_HLP,KM_DE_MARCHE_ARRIERE,KM_DE_SERVICE,SOURCE,CODE_CIRCUIT,SECTEUR_CIRCUIT,TOURNEE_CIRCUIT,JOURS_CIRCUIT,FLUX_CIRCUIT
1022,AUTO29956,2023-06-28,2023-06-28,2023-06-28,Collecte,j364urbaz5,NE_T01_TRONC MEY S2_MER_CS_110003,9301.0,32.0,1948.0,,30.0,12345,15.03,4.33,0.02,19.36,GAM,110003.0,NE,T01,MER,CS
1023,AUTO29957,2023-06-28,2023-06-28,2023-06-28,Collecte,ux94b14wke,NO_ZIZA OMR_ST EGREVE_MER_DIB_130001,9908.0,58.0,4923.0,,40.0,20885,17.53,32.84,0.04,50.37,GAM,130001.0,NO,ZIZA OMR,MER,DIB
1024,AUTO29958,2023-06-28,2023-06-28,2023-06-28,Collecte,ighzc1n730,NO_ZIZA FIB_ARGENTIERE_MER_FIB_130005,831.0,60.0,2847.0,,,10529,0.67,23.67,,24.34,GAM,130005.0,NO,ZIZA FIB,MER,FIB
1025,AUTO29959,2023-06-28,2023-06-28,,Collecte,o4d9t8p252,NE_T09 ZIZA_TRONC MEY_MER_DIB_101024,8369.0,974.0,3225.0,,143.0,0,17.62,29.79,0.12,47.41,GAM,101024.0,NE,T09 ZIZA,MER,DIB
1026,AUTO29960,2023-06-28,2023-06-28,2023-06-28,Collecte,sjqx4xjr33,NO_T05_SECTEUR DRAC_MER_CS_134008,12482.0,226.0,1150.0,,47.0,17601,11.74,15.17,0.03,26.91,GAM,134008.0,NO,T05,MER,CS
1027,AUTO29962,2023-06-28,2023-06-28,2023-06-28,Collecte,AhnI9sMNTj,NO_ZIZA OMR_FALLAI VOU_MER_DIB_130004,5454.0,161.0,868.0,,86.0,15322,8.48,48.59,0.05,57.07,GAM,130004.0,NO,ZIZA OMR,MER,DIB
1028,AUTO29961,2023-06-28,2023-06-28,2023-06-28,Collecte,48siz8x96i,NE_T10 ZIZA_TRONC DOM_MER_FIB_101026,5877.0,192.0,,,75.0,14399,11.08,33.81,0.01,44.89,GAM,101026.0,NE,T10 ZIZA,MER,FIB
1029,AUTO29963,2023-06-28,2023-06-28,,Collecte,uwr44zs7w5,NE_T08 ZIZA_SMH_MER_FIB_101022,65.0,1203.0,2393.0,,65.0,0,0.01,40.95,0.01,40.96,GAM,101022.0,NE,T08 ZIZA,MER,FIB
1030,AUTO29980,2023-06-28,2023-06-28,2023-06-28,Collecte,claael2j88,,252.0,1711.0,5918.0,,252.0,19308,0.12,55.15,0.12,55.27,GAM,,,,,
1031,AUTO29964,2023-06-28,2023-06-28,,Collecte,qshw7egqjb,NE_T16_MEYLAN LE HAUT_MER_OMR_115006,9314.0,60.0,4685.0,,167.0,0,18.34,9.18,0.09,27.52,GAM,115006.0,NE,T16,MER,OMR
1032,AUTO29965,2023-06-28,2023-06-28,2023-06-28,Collecte,csu9voc7bl,NO_T07_ST EGREVE SUD_MAR_OMR_142007,79.0,1533.0,1191.0,,79.0,16876,0.02,57.66,0.02,57.68,GAM,142007.0,NO,T07,MAR,OMR
1033,AUTO29966,2023-06-28,2023-06-28,2023-06-28,Collecte,7lqyjw34p3,NO_ZIZA OMR_SEYSSINS R_MER_DIB_143010,5453.0,60.0,,,54.0,13531,8.24,40.14,0.04,48.38,GAM,143010.0,NO,ZIZA OMR,MER,DIB
1034,AUTO29967,2023-06-28,2023-06-28,,Collecte,bba8ef2dvl,NO_T03_SEYSSINET VER_MER_CS_134009,8870.0,801.0,1456.0,,131.0,0,15.17,36.79,0.07,51.96,GAM,134009.0,NO,T03,MER,CS
1035,AUTO29968,2023-06-28,2023-06-28,2023-06-28,Collecte,g4tx3nrqg0,NO_ZIZA OMR_SEYSSINET_MER_DIB_140002,0.0,1123.0,9750.0,,,19999,0.0,30.67,,30.67,GAM,140002.0,NO,ZIZA OMR,MER,DIB
1036,AUTO29969,2023-06-28,2023-06-28,2023-06-28,Collecte,xbq43ggoqh,NE_T11 ZIZA_GIERES_MER_FIB_101026,5511.0,109.0,4817.0,,171.0,15867,7.65,29.2,0.01,36.85,GAM,101026.0,NE,T11 ZIZA,MER,FIB
1037,AUTO29984,2023-06-28,2023-06-28,2023-06-28,Collecte,0jbxz085fw,,0.0,220.0,3906.0,,,16569,0.0,48.17,,48.17,GAM,,,,,
1038,AUTO29985,2023-06-28,2023-06-28,2023-06-28,Collecte,1hx5205tl5,,0.0,1510.0,,,,14049,0.0,60.81,,60.81,GAM,,,,,
1039,AUTO29970,2023-06-28,2023-06-28,2023-06-28,Collecte,jvdwb1fexp,NE_T07 ZIZA_GIERES_MER_DIB_101025,326.0,1452.0,3069.0,,,14941,2.76,35.51,,38.27,GAM,101025.0,NE,T07 ZIZA,MER,DIB
1040,AUTO29986,2023-06-28,2023-06-28,,Collecte,eiffgae8rm,,7377.0,291.0,4981.0,,55.0,0,13.11,10.05,0.01,23.16,GAM,,,,,
1041,AUTO29987,2023-06-28,2023-06-28,2023-06-28,Collecte,BqsVQSMm80,,1363.0,13.0,,,,1752,2.41,2.43,,4.84,GAM,,,,,
1042,AUTO29971,2023-06-28,2023-06-28,2023-06-28,Collecte,sx65jiyczg,NE_T02_CORENC LE HA tra_MAR_CS_111008,0.0,,,,,10,0.0,0.0,,0.0,GAM,111008.0,NE,T02,MAR,CS
1043,AUTO29989,2023-06-28,2023-06-28,2023-06-28,Collecte,qvjjsw3qoz,,0.0,60.0,,,,3199,0.0,16.68,,16.68,GAM,,,,,
1044,AUTO29972,2023-06-28,2023-06-28,2023-06-28,Collecte,sx65jiyczg,NE_T02_CORENC LE HA tra_MER_OMR_111008,258.0,468.0,6131.0,,258.0,16948,0.1,24.27,0.1,24.37,GAM,111008.0,NE,T02,MER,OMR
1045,AUTO29974,2023-06-28,2023-06-28,,Collecte,bat8lwethv,NE_T12_CORENC LE BAS_MER_CS_111004,0.0,60.0,5006.0,,,0,0.0,19.67,,19.67,GAM,111004.0,NE,T12,MER,CS
1046,AUTO29973,2023-06-28,2023-06-28,2023-06-28,Collecte,egru8o9gip,NE_T BENNE SUP FERIES_SMH_JEU_OMR,0.0,,,,,35,0.0,0.07,,0.07,GAM,,NE,T BENNE SUP FERIES,JEU,OMR
1047,AUTO29976,2023-06-28,2023-06-28,,Collecte,egru8o9gip,NE_T04_VENON_MER_CS_110026,5410.0,60.0,5177.0,,43.0,0,9.93,22.12,0.01,32.05,GAM,110026.0,NE,T04,MER,CS
1048,AUTO29977,2023-06-28,2023-06-28,2023-06-28,Collecte,vhxnkra4on,NE_T05 ZIZA_SMH_MER_DIB_101022,0.0,4167.0,3596.0,,,17053,0.0,33.06,,33.06,GAM,101022.0,NE,T05 ZIZA,MER,DIB
1049,AUTO29978,2023-06-28,2023-06-28,2023-06-28,Collecte,oF7I4xGfPC,NE_T17_DOMENE EST_MER_CS_112009,11110.0,127.0,5112.0,,125.0,19429,12.38,17.41,0.07,29.79,GAM,112009.0,NE,T17,MER,CS
1050,AUTO29979,2023-06-28,2023-06-28,2023-06-28,Collecte,duh6ayfpwb,NO_ZIZA FIB_VEUREY NOY_MER_FIB_130002,1969.0,1497.0,2975.0,,,18485,1.97,56.84,,58.81,GAM,130002.0,NO,ZIZA FIB,MER,FIB
1051,AUTO29981,2023-06-28,2023-06-28,,Collecte,9zz5ph3zpi,NE_T13_MEYLAN S4 S6_MER_CS_115008,114.0,628.0,5732.0,,114.0,0,0.08,25.45,0.08,25.53,GAM,115008.0,NE,T13,MER,CS
1052,AUTO29990,2023-06-28,2023-06-28,,Collecte,7gzsssozgf,,60.0,1799.0,5798.0,,60.0,0,0.04,42.51,0.04,42.55,GAM,,,,,
1053,AUTO29982,2023-06-28,2023-06-28,,Collecte,g8k9apcqfs,NE_T14_MEY CHAR S4.S6_MER_OMR_ 115008,0.0,1613.0,,,,0,0.0,55.66,,55.66,GAM,115008.0,NE,T14,MER,OMR
1054,AUTO29991,2023-06-28,2023-06-28,2023-06-28,Collecte,fknz9lrv64,,0.0,1530.0,3167.0,,,16022,0.0,53.2,,53.2,GAM,,,,,
1055,AUTO29983,2023-06-28,2023-06-28,,Collecte,37qykhmywu,NE_T06_ZIZA DOMENE_DIB_MER_110012,56.0,823.0,3074.0,,56.0,0,0.02,45.17,0.02,45.19,GAM,110012.0,NE,T06,DIB,MER
1056,AUTO29988,2023-06-28,2023-06-28,,Collecte,BqsVQSMm80,NE_T15_CORENC LE BAS_MER_OMR_111004,6456.0,60.0,2920.0,,128.0,0,10.56,26.82,0.06,37.38,GAM,111004.0,NE,T15,MER,OMR
1057,AUTO29993,2023-06-28,2023-06-28,,Transport,aef992hscu,,883.0,7684.0,3507.0,,883.0,0,0.43,189.38,0.43,189.81,GAM,,,,,
1058,AUTO29992,2023-06-28,2023-06-28,,Collecte,qvjjsw3qoz,NE_T18_MEYLAN LE HAUT_MER_OMR_110014,68.0,50.0,,,68.0,0,0.03,6.39,0.03,6.42,GAM,110014.0,NE,T18,MER,OMR
1059,AUTO29995,2023-06-28,2023-06-28,,Collecte,cpixtr8npf,,0.0,7464.0,6674.0,,,0,0.0,123.26,,123.26,GAM,,,,,
1060,AUTO29996,2023-06-28,2023-06-28,,Transport,61FRWBjauh,,700.0,3326.0,,,700.0,0,0.27,73.5,0.27,73.77,GAM,,,,,
1061,AUTO29994,2023-06-28,2023-06-28,2023-06-28,Collecte PAV,8qtjzvpvsd,test pav,116.0,6577.0,3022.0,,116.0,17700,0.1,29.41,0.1,29.51,GAM,,test pav,,,
1062,AUTO29999,2023-06-28,2023-06-28,,Collecte,pvqkjig664,,0.0,214.0,2680.0,,,0,0.0,7.3,,7.3,GAM,,,,,
1063,AUTO29998,2023-06-28,2023-06-28,,Collecte,g5z2rcnY7K,,47.0,1896.0,2830.0,,47.0,0,0.02,24.42,0.02,24.44,GAM,,,,,
1064,AUTO29997,2023-06-28,2023-06-28,2023-06-28,Collecte PAV,Mbtg7C288o,TEST PAV_1771_LA LUIRE_MER_CS_170005,25.0,915.0,530.0,,25.0,4270,0.02,17.55,0.02,17.57,GAM,170005.0,TEST PAV,1771,MER,CS
1065,AUTO30000,2023-06-28,2023-06-28,,Transport,m6n5m046hj,,212.0,2270.0,,,212.0,0,0.06,77.56,0.06,77.62,GAM,,,,,
1066,AUTO30001,2023-06-28,2023-06-28,,Collecte PAV,cewxgzybhe,,156.0,13004.0,342.0,,156.0,0,0.08,48.64,0.08,48.72,GAM,,,,,
1067,AUTO30002,2023-06-28,2023-06-28,2023-06-28,Collecte,9tcc9i42vm,GS_T07_VIF 2_MER_CS_129016,0.0,258.0,,,,16333,0.0,53.97,,53.97,GAM,129016.0,GS,T07,MER,CS
1068,AUTO30003,2023-06-28,2023-06-28,2023-06-28,Collecte,84j5chljgd,GS_TSAV_MAINTENANCE,0.0,486.0,1222.0,,,5857,0.0,32.42,,32.42,GAM,,GS,TSAV,,
1069,AUTO30004,2023-06-28,2023-06-28,,Collecte,y2qwjva4su,GS_T08_VIZILLE_MER_OMR_160005,9183.0,220.0,,,39.0,0,15.75,60.74,0.02,76.49,GAM,160005.0,GS,T08,MER,OMR
1070,AUTO30005,2023-06-28,2023-06-28,,Collecte,j1h4gptjli,GS_T06_VIF 1_MER_CS_129016,11119.0,52.0,,,111.0,0,23.64,80.18,0.01,103.82,GAM,129016.0,GS,T06,MER,CS
1071,AUTO30006,2023-06-28,2023-06-28,,Collecte,HHrKcPoPW1,SUD_T06_CLAIX BOURG_MER_OMR_120053,7955.0,58.0,5336.0,,103.0,0,13.87,41.65,0.04,55.52,GAM,120053.0,SUD,T06,MER,OMR
1072,AUTO30007,2023-06-28,2023-06-28,2023-06-28,Collecte,tlgnhaw79b,SUD_T03 ZIZA_ECH_MER_FIB_120004,2106.0,948.0,,,139.0,17075,2.26,72.82,0.03,75.08,GAM,120004.0,SUD,T03 ZIZA,MER,FIB
1073,AUTO30015,2023-06-28,2023-06-28,,Collecte,v8ciubqaen,,0.0,992.0,,,,0,0.0,41.59,,41.59,GAM,,,,,
1074,AUTO30008,2023-06-28,2023-06-28,2023-06-28,Collecte,72hgb55djb,SUD_T MINI_PN MONT_MER_OMR_120068,0.0,26.0,,,,1100,0.0,3.04,,3.04,GAM,120068.0,SUD,T MINI,MER,OMR
1075,AUTO30009,2023-06-28,2023-06-28,,Collecte,ro9qinohi0,SUD_T01_ZIZA RUI GAL LOG ECH COLL_MER_120056,666.0,639.0,,,315.0,0,0.55,38.52,0.15,39.07,GAM,120056.0,SUD,T01,MER,120056
1076,AUTO30010,2023-06-28,2023-06-28,2023-06-28,Collecte,uqvjh3gzxu,SUD_T10_BRIE ANG BRESS_MER_OMR_120001,6887.0,634.0,,,308.0,12494,10.35,39.02,0.26,49.37,GAM,120001.0,SUD,T10,MER,OMR
1077,AUTO30011,2023-06-28,2023-06-28,2023-06-28,Collecte,u16rgi3exd,SUD_T05_ECH COM PAIR V_MER_OMR_120058,6311.0,60.0,2219.0,,42.0,11591,10.7,24.22,0.04,34.92,GAM,120058.0,SUD,T05,MER,OMR
1078,AUTO30012,2023-06-28,2023-06-28,,Collecte,a0lou2mbga,SUD_T08_PONT CLAIX OUEST_MER_CS P_120049,16.0,1099.0,2006.0,,16.0,0,0.01,42.96,0.01,42.97,GAM,120049.0,SUD,T08,MER,CS P
1079,AUTO30013,2023-06-28,2023-06-28,,Collecte,ikv5vt40ba,SUD_T12_PONT CL OUEST_MER_CS_120047,116.0,1108.0,,,116.0,0,0.09,39.48,0.09,39.57,GAM,120047.0,SUD,T12,MER,CS
1080,AUTO30017,2023-06-28,2023-06-28,,Collecte,57igmhyovd,,64.0,44.0,1577.0,,64.0,0,0.02,54.79,0.02,54.81,GAM,,,,,
1081,AUTO30014,2023-06-28,2023-06-28,2023-06-28,Collecte,72hgb55djb,SUD_T MINI_PN MONT_MER_OMR_120068,0.0,377.0,,,,2978,0.0,8.31,,8.31,GAM,120068.0,SUD,T MINI,MER,OMR
1082,AUTO30018,2023-06-28,2023-06-28,,Collecte,7nHTChwECF,,10229.0,255.0,,,47.0,0,13.62,40.02,0.01,53.64,GAM,,,,,
1083,AUTO30016,2023-06-28,2023-06-28,2023-06-28,Collecte,1t8IcmYe1z,SUD_T09_IDENTIF_MER_OMR_120057,8829.0,203.0,2297.0,,27.0,15588,13.23,27.3,0.01,40.53,GAM,120057.0,SUD,T09,MER,OMR
1084,AUTO30019,2023-06-28,2023-06-28,2023-06-28,Collecte,72hgb55djb,SUD_T07_BRIE ANG ORAT_MER_OMR_120025,0.0,927.0,,,,9261,0.0,20.7,,20.7,GAM,120025.0,SUD,T07,MER,OMR
1085,AUTO30022,2023-06-28,2023-06-28,,Collecte,nczhm372sk,,0.0,224.0,,,,0,0.0,30.89,,30.89,GAM,,,,,
1086,AUTO30020,2023-06-28,2023-06-28,2023-06-28,Collecte,ighzc1n730,NO_T02_SEYSSINET PER_MER_CS_134009,0.0,,,,,718,0.0,0.0,,0.0,GAM,134009.0,NO,T02,MER,CS
1087,AUTO30021,2023-06-28,2023-06-28,2023-06-28,Collecte,ighzc1n730,NO_T04_SASSENAGE_JEU_CS_133004,0.0,,,,,453,0.0,0.0,,0.0,GAM,133004.0,NO,T04,JEU,CS
1088,AUTO30023,2023-06-28,2023-06-28,2023-06-28,Collecte,9tcc9i42vm,GS_TSAV_MAINTENANCE,28.0,49.0,454.0,,28.0,4079,0.0,52.39,0.0,52.39,GAM,,GS,TSAV,,
1089,AUTO30024,2023-06-29,2023-06-29,2023-06-29,Collecte,912yxz768z,GS_T01 TSUP_ SECH MONT_JEU_OMR_160008,5053.0,247.0,1926.0,,118.0,21379,6.58,106.19,0.07,112.77,GAM,160008.0,GS,T01 TSUP,JEU,OMR
1090,AUTO30025,2023-06-29,2023-06-29,2023-06-29,Collecte,uzqctwc7pp,NE_T19_GRE CONDORCET G RAMBAUD_LUN JEU_OMR_110022,42.0,47.0,7156.0,,42.0,21956,0.07,50.3,0.07,50.37,GAM,110022.0,NE,T19,LUN JEU,OMR
1091,AUTO30026,2023-06-29,2023-06-29,2023-06-29,Collecte,87haddx1cc,GS_T03_VLH_JEU_CS,295.0,826.0,,,295.0,22495,0.25,56.32,0.25,56.57,GAM,,GS,T03,JEU,CS
1092,AUTO30027,2023-06-29,2023-06-29,2023-06-29,Collecte,ukgs1JXztl,NO_T02_FONTAINE_JEU_CS_131003,11377.0,14.0,,,37.0,13960,14.54,7.39,0.06,21.93,GAM,131003.0,NO,T02,JEU,CS
1093,AUTO30297,2023-07-04,2023-07-04,,Collecte,j1h4gptjli,GS_T06_ LE GUA MIRIBEL_MAR_OMR_124006,5411.0,227.0,450.0,,122.0,0,17.31,99.56,0.05,116.87,GAM,124006.0,GS,T06,MAR,OMR
1094,AUTO30314,2023-07-04,2023-07-04,2023-07-04,Collecte PAV,cewxgzybhe,,767.0,10891.0,,,767.0,20673,0.45,66.26,0.45,66.71,GAM,,,,,
1095,AUTO30298,2023-07-04,2023-07-04,2023-07-04,Collecte PAV,8qtjzvpvsd,TEST PAV_1771_LA LUIRE_MER_CS_170005,818.0,14272.0,573.0,,818.0,24982,0.32,95.09,0.32,95.41,GAM,170005.0,TEST PAV,1771,MER,CS
1096,AUTO30299,2023-07-04,2023-07-04,2023-07-04,Collecte,oxe1pddfqt,SUD_T11_IDENTIF_MAR_OMR_120065,9189.0,53.0,,,109.0,19913,9.86,43.99,0.06,53.85,GAM,120065.0,SUD,T11,MAR,OMR
1097,AUTO30300,2023-07-04,2023-07-04,2023-07-04,Collecte,y2qwjva4su,GS_T08_VIZILLE SECH_MAR_OMR_160006,7645.0,249.0,588.0,,86.0,15832,11.35,79.8,0.05,91.15,GAM,160006.0,GS,T08,MAR,OMR
1098,AUTO30301,2023-07-04,2023-07-04,,Collecte,9tcc9i42vm,GS_T01 TSUP_ SECH MONT_JEU_OMR_160008,74.0,28.0,,,74.0,0,0.03,91.08,0.03,91.11,GAM,160008.0,GS,T01 TSUP,JEU,OMR
1099,AUTO30302,2023-07-04,2023-07-04,2023-07-04,Collecte PAV,Mbtg7C288o,TEST PAV_1771_LA LUIRE_MER_CS_170005,202.0,5464.0,60.0,,202.0,15971,0.14,82.07,0.14,82.21,GAM,170005.0,TEST PAV,1771,MER,CS
1100,AUTO30303,2023-07-04,2023-07-04,2023-07-04,Collecte,ro9qinohi0,SUD_T01_ECH COLL_MAR_OMR_120005,2208.0,3129.0,,,85.0,18214,1.53,60.28,0.02,61.81,GAM,120005.0,SUD,T01,MAR,OMR
1101,AUTO30305,2023-07-04,2023-07-04,,Collecte,7nHTChwECF,SUD_T04_ECH COLL RD_MAR_OMR_120006,9670.0,191.0,109.0,,118.0,0,15.19,56.25,0.01,71.44,GAM,120006.0,SUD,T04,MAR,OMR
1102,AUTO30306,2023-07-04,2023-07-04,,Collecte,59av7mpv00,SUD_T08_IDENTIF_MAR_OMR_120059,8613.0,24.0,1821.0,,135.0,0,9.33,31.37,0.02,40.7,GAM,120059.0,SUD,T08,MAR,OMR
1103,AUTO30307,2023-07-04,2023-07-04,2023-07-04,Collecte,1t8IcmYe1z,SUD_T09_IDENTIF_MAR_OMR_120061,12470.0,60.0,1206.0,,162.0,18918,11.08,27.13,0.07,38.21,GAM,120061.0,SUD,T09,MAR,OMR
1104,AUTO30308,2023-07-04,2023-07-04,,Collecte,u16rgi3exd,SUD_T05_GRE CP ECH C_MAR_DALIM_120011,7176.0,932.0,,,60.0,0,13.65,66.36,0.02,80.01,GAM,120011.0,SUD,T05,MAR,DALIM
1105,AUTO30317,2023-07-04,2023-07-04,,Collecte,dcw2igdtrd,,184.0,432.0,,,184.0,0,0.07,54.23,0.07,54.3,GAM,,,,,
1106,AUTO30309,2023-07-04,2023-07-04,,Collecte,ii2vc21row,SUD_T12_PONT CL EST_MAR_CS_120046,88.0,1661.0,,,88.0,0,0.03,44.61,0.03,44.64,GAM,120046.0,SUD,T12,MAR,CS
1107,AUTO30318,2023-07-04,2023-07-04,,Collecte,72hgb55djb,,0.0,1412.0,2102.0,,,0,0.0,56.38,,56.38,GAM,,,,,
1108,AUTO30310,2023-07-04,2023-07-04,,Collecte,HHrKcPoPW1,SUD_T06_CLAIX HT DM BG_MAR_CS_120052,11195.0,581.0,1853.0,,150.0,0,14.75,44.61,0.09,59.36,GAM,120052.0,SUD,T06,MAR,CS
1109,AUTO30311,2023-07-04,2023-07-04,,Collecte,a0lou2mbga,SUD_T10_IDENTIF_MAR_OMR_120063,153.0,940.0,,,153.0,0,0.04,58.09,0.04,58.13,GAM,120063.0,SUD,T10,MAR,OMR
1110,AUTO30320,2023-07-04,2023-07-04,,Collecte,nczhm372sk,,0.0,386.0,2204.0,,,0,0.0,34.43,,34.43,GAM,,,,,
1111,AUTO30315,2023-07-04,2023-07-04,2023-07-04,Collecte,tlgnhaw79b,SUD_T MINI_PN GRE ECH CLX PCLX_ MAR_OMR_120067,190.0,,,,,190,0.08,0.0,,0.08,GAM,120067.0,SUD,T MINI, MAR,OMR
1112,AUTO30316,2023-07-04,2023-07-04,2023-07-04,Collecte,tlgnhaw79b,SUD_T03_ECH COLL_MAR_OMR_120035,4901.0,529.0,,,146.0,16242,5.82,58.12,0.04,63.94,GAM,120035.0,SUD,T03,MAR,OMR
1113,AUTO30319,2023-07-04,2023-07-04,,Collecte,g4tx3nrqg0,NO_T14_GRE EAUX C_MAR VEN_OMR_151007,0.0,60.0,,,,0,0.0,23.31,,23.31,GAM,151007.0,NO,T14,MAR VEN,OMR
1114,AUTO30321,2023-07-04,2023-07-04,,Collecte,bat8lwethv,NE_T BENNE SUP FERIES_SMH_JEU_OMR,0.0,572.0,,,,0,0.0,4.35,,4.35,GAM,,NE,T BENNE SUP FERIES,JEU,OMR
1115,AUTO30322,2023-07-04,2023-07-04,,Transport,aef992hscu,,550.0,3546.0,2015.0,,550.0,0,0.29,97.47,0.29,97.76,GAM,,,,,
1116,AUTO30323,2023-07-04,2023-07-04,,Collecte,cpixtr8npf,,0.0,1709.0,5280.0,,,0,0.0,62.47,,62.47,GAM,,,,,
1117,AUTO30324,2023-07-05,2023-07-05,,Collecte,uzqctwc7pp,NE_T04_DOMENE EST_MAR VEN_OMR_112009,337.0,531.0,7190.0,,337.0,0,0.1,62.18,0.1,62.28,GAM,112009.0,NE,T04,MAR VEN,OMR
1118,AUTO30325,2023-07-05,2023-07-05,2023-07-05,Collecte,j364urbaz5,NE_T01_TRONC MEY S2_MER_CS_110003,10772.0,2698.0,,,103.0,18675,16.78,11.39,0.04,28.17,GAM,110003.0,NE,T01,MER,CS
1119,AUTO30326,2023-07-05,2023-07-05,2023-07-05,Collecte,ukgs1JXztl,NO_T02_SEYSSINET PER_MER_CS_134009,6942.0,323.0,,,,9932,7.94,6.23,,14.17,GAM,134009.0,NO,T02,MER,CS
1120,AUTO30353,2023-07-05,2023-07-05,,Collecte,y7gjux7fmc,,7076.0,908.0,4762.0,,153.0,0,11.75,39.46,0.17,51.21,GAM,,,,,
1121,AUTO30327,2023-07-05,2023-07-05,,Collecte,ux94b14wke,NO_ZIZA FIB_ST EGREVE_MER_FIB_130001,6664.0,622.0,3256.0,,47.0,0,12.61,52.22,0.02,64.83,GAM,130001.0,NO,ZIZA FIB,MER,FIB
1122,AUTO30328,2023-07-05,2023-07-05,2023-07-05,Collecte,0jbxz085fw,NO_ZIZA OMR_SEYSSINET_MER_DIB_140002,0.0,797.0,1250.0,,,14331,0.0,49.05,,49.05,GAM,140002.0,NO,ZIZA OMR,MER,DIB
1123,AUTO30329,2023-07-05,2023-07-05,2023-07-05,Collecte,sjqx4xjr33,NO_T05_SECTEUR DRAC_MER_CS_134008,11311.0,2656.0,572.0,,63.0,19213,13.19,29.15,0.07,42.34,GAM,134008.0,NO,T05,MER,CS
1124,AUTO30330,2023-07-05,2023-07-05,,Collecte,qshw7egqjb,NE_T16_MEYLAN LE HAUT_MER_OMR_115006,9223.0,60.0,5486.0,,72.0,0,17.43,9.85,0.03,27.28,GAM,115006.0,NE,T16,MER,OMR
1125,AUTO30331,2023-07-05,2023-07-05,,Collecte,ih6g9vhdlz,NO_ZIZA OMR_ST EGREVE_MER_DIB_130001,67.0,1309.0,1381.0,,67.0,0,0.03,46.5,0.03,46.53,GAM,130001.0,NO,ZIZA OMR,MER,DIB
1126,AUTO30332,2023-07-05,2023-07-05,,Collecte,duh6ayfpwb,NO_ZIZA FIB_VEUREY NOY_MER_FIB_130002,724.0,60.0,4068.0,,,0,0.81,70.68,,71.49,GAM,130002.0,NO,ZIZA FIB,MER,FIB
1127,AUTO30333,2023-07-05,2023-07-05,2023-07-05,Collecte,jvdwb1fexp,NE_T07 ZIZA_GIERES_MER_DIB_101025,1165.0,3548.0,1735.0,,,18294,4.37,45.17,,49.54,GAM,101025.0,NE,T07 ZIZA,MER,DIB
1128,AUTO30334,2023-07-05,2023-07-05,,Collecte,7lqyjw34p3,NO_ZIZA OMR_SEYSSINS R_MER_DIB_143010,8046.0,60.0,1987.0,,125.0,0,8.85,61.67,0.09,70.52,GAM,143010.0,NO,ZIZA OMR,MER,DIB
1129,AUTO30335,2023-07-05,2023-07-05,,Collecte,bba8ef2dvl,NO_T03_SEYSSINET VER_MER_CS_134009,8859.0,60.0,4169.0,,66.0,0,13.9,38.38,0.04,52.28,GAM,134009.0,NO,T03,MER,CS
1130,AUTO30059,2023-06-29,2023-06-29,2023-06-29,Collecte,BqsVQSMm80,NE_T15_GRE POULAT CASERNE BONNE_OMR_LUN JEU_110023,6531.0,209.0,2620.0,,48.0,13999,6.47,15.85,0.03,22.32,GAM,110023.0,NE,T15,OMR,LUN JEU
1131,AUTO30064,2023-06-29,2023-06-29,2023-06-29,Collecte,g5z2rcnY7K,,47.0,1515.0,6744.0,,47.0,16459,0.04,61.11,0.04,61.15,GAM,,,,,
1132,AUTO30065,2023-06-29,2023-06-29,,Collecte,fknz9lrv64,,0.0,3105.0,5748.0,,,0,0.0,58.62,,58.62,GAM,,,,,
1133,AUTO30066,2023-06-29,2023-06-29,,Transport,Bj5S5eVr9N,,966.0,6412.0,1712.0,,966.0,0,0.55,129.71,0.55,130.26,GAM,,,,,
1134,AUTO30068,2023-06-29,2023-06-29,,Collecte,cpixtr8npf,,0.0,5848.0,10918.0,,,0,0.0,141.74,,141.74,GAM,,,,,
1135,AUTO30070,2023-06-29,2023-06-29,,Transport,61FRWBjauh,,1135.0,4915.0,2469.0,,1135.0,0,0.48,149.41,0.48,149.89,GAM,,,,,
1136,AUTO30067,2023-06-29,2023-06-29,2023-06-29,Collecte PAV,8qtjzvpvsd,test pav,194.0,7614.0,450.0,,194.0,18860,0.17,78.83,0.17,79.0,GAM,,test pav,,,
1137,AUTO30069,2023-06-29,2023-06-29,,Collecte PAV,ho0t7l1jay,TEST PAV_1771_LA LUIRE_MER_CS_170005,188.0,12212.0,1434.0,,188.0,0,0.08,48.48,0.08,48.56,GAM,170005.0,TEST PAV,1771,MER,CS
1138,AUTO30071,2023-06-29,2023-06-29,,Collecte PAV,Mbtg7C288o,TEST PAV_1771_LA LUIRE_MER_CS_170005,144.0,2659.0,2120.0,,144.0,0,0.09,74.67,0.09,74.76,GAM,170005.0,TEST PAV,1771,MER,CS
1139,AUTO30072,2023-06-29,2023-06-29,,Transport,m6n5m046hj,,143.0,2538.0,1812.0,,143.0,0,0.1,119.05,0.1,119.15,GAM,,,,,
